annee;etablissement;academie;domaine;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;taux_d_emploi;taux_d_emploi_salarie_en_france;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile
2018;Paris-Saclay;Versailles;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;36.0;62.0;5.0;89.0;;;100.0;97.0;100.0;2560.0;39900.0;20.0;7.7;2170.0;94.0;15.0;8.0;1650.0;2700.0
2018;Antilles;Guadeloupe;Masters enseignement;Masters enseignement;30 mois après le diplôme;;74.0;96.0;100.0;88.0;;;96.0;77.0;92.0;2400.0;37400.0;9.0;19.4;1820.0;81.0;100.0;89.0;1450.0;2180.0
2019;Aix-Marseille;Aix-Marseille;Droit, économie et gestion;Droit;30 mois après le diplôme;;226.0;70.0;17.0;93.0;;;86.0;75.0;98.0;2100.0;32800.0;32.0;8.3;1890.0;64.0;54.0;73.0;1370.0;2330.0
2019;Aix-Marseille;Aix-Marseille;Droit, économie et gestion;Économie;18 mois après le diplôme;;65.0;66.0;5.0;89.0;;;73.0;78.0;94.0;2000.0;31200.0;32.0;8.3;1890.0;54.0;41.0;66.0;1370.0;2330.0
2019;Caen Normandie;Normandie;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;;35.0;85.0;6.0;79.0;;;77.0;48.0;88.5;1690.0;26350.0;38.0;6.9;1890.0;46.0;54.0;51.0;1480.0;2310.0
2019;Brest - Bretagne occidentale;Rennes;Droit, économie et gestion;Gestion;30 mois après le diplôme;;115.0;81.0;23.0;95.0;;;95.0;93.0;100.0;2100.0;32800.0;35.0;5.8;1840.0;50.0;33.0;48.0;1420.0;2240.0
2019;Toulouse 1 - Capitole;Toulouse;Droit, économie et gestion;Droit;30 mois après le diplôme;;111.0;83.0;15.0;96.0;;;92.0;79.0;98.0;2070.0;32200.0;22.0;8.8;1850.0;59.0;45.0;67.0;1380.0;2260.0
2019;Université de Paris;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;102.0;63.0;15.0;97.0;;;97.0;81.0;99.0;2560.0;39900.0;25.0;7.1;2240.0;91.0;12.0;60.0;1640.0;2790.0
2020;Nantes;Nantes;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;;69.0;66.0;10.0;85.0;80;67;87.0;59.0;95.0;1635.0;26500.0;33.9;5.7;1910.0;48.0;63.0;60.0;1490.0;2290.0
2020;Angers;Nantes;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;182.0;79.0;19.0;89.0;86;81;86.0;44.0;84.0;1630.0;25400.0;39.82;5.7;1910.0;54.0;63.0;83.0;1490.0;2290.0
2020;Littoral - Côte d'Opale;Lille;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;46.0;80.0;22.0;96.0;89;89;100.0;86.0;98.0;2000.0;31200.0;21.24;8.7;1950.0;60.0;31.0;33.0;1520.0;2340.0
2020;Lille;Lille;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;356.0;83.0;18.0;91.0;87;81;96.0;63.0;90.0;1900.0;29600.0;29.4;8.7;1950.0;69.0;36.0;74.0;1520.0;2340.0
2019;Bordeaux;Bordeaux;Masters enseignement;Masters enseignement;30 mois après le diplôme;;245.0;80.0;100.0;97.0;;;92.0;80.0;89.0;1780.0;27800.0;31.0;6.6;1820.0;77.0;28.0;74.0;1380.0;2220.0
2019;Montpellier;Montpellier;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;97.0;85.0;9.0;96.0;;;84.0;76.0;91.0;1950.0;30400.0;32.0;8.8;1850.0;47.0;64.0;33.0;1380.0;2260.0
2019;Grenoble Alpes;Grenoble;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;70.0;73.0;7.0;92.0;;;66.0;66.0;82.0;1570.0;24500.0;35.0;6.4;1920.0;42.0;49.0;84.0;1470.0;2360.0
2019;Saint-Etienne - Jean Monnet;Lyon;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;54.0;74.0;17.0;87.0;;;81.0;60.0;81.0;1690.0;26400.0;30.0;6.4;1920.0;54.0;35.0;61.0;1470.0;2360.0
2019;Université de Paris;Paris;Droit, économie et gestion;Droit;18 mois après le diplôme;;50.0;69.0;7.0;93.0;;;97.0;71.0;97.0;2450.0;38200.0;25.0;7.1;2240.0;90.0;10.0;70.0;1640.0;2790.0
2019;Gustave Eiffel;Créteil;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;140.0;73.0;31.0;96.0;;;98.0;68.0;99.0;2200.0;34300.0;13.0;7.1;2240.0;89.0;24.0;57.0;1640.0;2790.0
2019;Amiens - Picardie Jules-Verne;Amiens;Masters enseignement;Masters enseignement;30 mois après le diplôme;;282.0;88.0;100.0;99.0;;;92.0;90.0;94.0;1820.0;28500.0;23.0;8.9;1900.0;87.0;10.0;76.0;1460.0;2310.0
2019;Limoges;Limoges;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;156.0;73.0;61.0;95.0;;;82.0;79.0;98.0;1840.0;28700.0;38.0;6.6;1820.0;63.0;51.0;52.0;1380.0;2220.0
2019;Limoges;Limoges;Droit, économie et gestion;Gestion;18 mois après le diplôme;;86.0;74.0;32.0;95.0;;;88.0;92.0;100.0;2080.0;32500.0;38.0;6.6;1820.0;71.0;49.0;39.0;1380.0;2220.0
2019;Paris-Saclay;Versailles;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;;39.0;57.0;6.0;96.0;;;84.0;53.0;91.0;1700.0;26500.0;20.0;7.1;2240.0;48.0;17.0;70.0;1640.0;2790.0
2019;Paris-Saclay;Versailles;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;56.0;60.0;10.0;93.0;;;93.0;88.0;98.0;2050.0;32000.0;20.0;7.1;2240.0;29.0;26.0;39.0;1640.0;2790.0
2019;CY Cergy Paris;Versailles;Droit, économie et gestion;Droit;18 mois après le diplôme;;48.0;72.0;12.0;93.0;;;100.0;59.0;98.0;2130.0;33200.0;16.0;7.1;2240.0;92.0;21.0;65.0;1640.0;2790.0
2019;CY Cergy Paris;Versailles;Droit, économie et gestion;Droit;30 mois après le diplôme;;48.0;72.0;12.0;98.0;;;96.0;75.0;100.0;2300.0;35900.0;16.0;7.1;2240.0;89.0;21.0;65.0;1640.0;2790.0
2019;CY Cergy Paris;Versailles;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;91.0;72.0;20.0;87.0;;;95.0;71.0;98.0;2300.0;35900.0;16.0;7.1;2240.0;87.0;20.0;35.0;1640.0;2790.0
2019;CY Cergy Paris;Versailles;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;91.0;72.0;20.0;97.0;;;97.0;79.0;100.0;2280.0;35600.0;16.0;7.1;2240.0;89.0;20.0;35.0;1640.0;2790.0
2019;Corse Pasquale Paoli;Corse;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;;30.0;87.0;28.0;87.0;;;92.0;58.5;96.0;1800.0;28100.0;29.0;6.2;1850.0;63.0;54.0;48.0;1380.0;2190.0
2020;Côte d'Azur;Nice;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;113.0;83.0;16.0;85.0;79;71;87.0;47.0;85.0;1800.0;28100.0;23.76;8.0;1930.0;70.0;39.0;74.0;1410.0;2360.0
2020;Côte d'Azur;Nice;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;40.0;82.0;6.0;92.0;86;84;71.0;65.0;97.0;2030.0;31700.0;23.76;8.0;1930.0;46.0;40.0;53.0;1410.0;2360.0
2020;Aix-Marseille;Aix-Marseille;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;587.0;61.0;44.0;95.0;91;86;89.0;86.0;98.0;2300.0;35900.0;35.36;8.0;1930.0;65.0;52.0;61.0;1410.0;2360.0
2020;Caen Normandie;Normandie;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;;32.0;84.0;6.0;91.0;85;85;77.0;48.0;88.5;1690.0;26350.0;32.7;6.6;1920.0;46.0;41.0;50.0;1490.0;2320.0
2020;Caen Normandie;Normandie;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;31.0;81.0;6.0;90.0;87;84;84.0;53.0;91.0;1700.0;26500.0;32.7;6.6;1920.0;48.0;40.0;74.0;1490.0;2320.0
2020;La Rochelle;Poitiers;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;70.0;66.0;37.0;99.0;90;84;100.0;93.0;100.0;2080.0;32400.0;43.72;6.3;1860.0;92.0;50.0;71.0;1430.0;2240.0
2020;Dijon - Bourgogne;Dijon;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;;45.0;67.0;8.0;98.0;98;89;96.0;74.0;98.0;2100.0;32800.0;26.4;6.2;1900.0;67.0;56.0;47.0;1480.0;2260.0
2020;Besançon - Franche-Comté;Besançon;Droit, économie et gestion;Droit;30 mois après le diplôme;;54.0;76.0;15.0;91.0;87;82;84.0;82.0;98.0;1970.0;30700.0;36.11;6.2;1900.0;57.0;41.0;68.0;1480.0;2260.0
2020;Toulouse - Jean Jaures;Toulouse;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;260.0;74.0;62.0;87.0;82;70;92.0;51.0;77.0;1700.0;26500.0;49.25;8.6;1890.0;70.0;45.0;77.0;1420.0;2290.0
2020;Toulouse - Jean Jaures;Toulouse;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;;37.0;73.0;9.0;83.0;77;66;77.0;48.0;88.5;1690.0;26350.0;49.25;8.6;1890.0;46.0;41.0;67.0;1420.0;2290.0
2020;Bordeaux;Bordeaux;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;;223.0;83.0;21.0;88.0;84;79;93.0;50.0;97.0;1900.0;29600.0;32.49;6.3;1860.0;63.0;53.0;65.0;1430.0;2240.0
2020;Montpellier 3 - Paul-Valéry;Montpellier;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;63.0;77.0;15.0;95.0;91;76;92.0;57.0;77.0;1800.0;28100.0;50.32;8.6;1890.0;82.0;39.0;86.0;1420.0;2290.0
2020;Rennes 2;Rennes;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;;76.0;78.0;16.0;79.0;76;74;92.0;36.0;92.0;1700.0;27600.0;49.55;5.8;1880.0;66.0;45.0;66.0;1460.0;2280.0
2020;Tours;Orléans-Tours;Sciences humaines et sociales;Information communication;30 mois après le diplôme;;31.0;83.0;7.0;100.0;100;97;97.0;42.0;91.0;1710.0;26700.0;26.52;6.7;1940.0;87.0;48.0;58.0;1520.0;2330.0
2020;Saint-Etienne - Jean Monnet;Lyon;Droit, économie et gestion;Économie;30 mois après le diplôme;;31.0;74.0;9.0;100.0;91;88;97.0;75.0;94.0;2070.0;32350.0;29.13;6.1;1980.0;71.0;19.0;65.0;1510.0;2390.0
2012;Pau - Pays de l'Adour;Bordeaux;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;39.0;87.0;15.0;69.0;;;84.0;53.0;84.0;1690.0;26400.0;34.0;10.0;1710.0;58.0;41.0;61.0;1360.0;2030.0
2012;Pau - Pays de l'Adour;Bordeaux;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;;33.0;89.0;12.0;69.0;;;84.0;53.0;91.0;1700.0;26500.0;34.0;10.0;1710.0;48.0;40.0;57.0;1360.0;2030.0
2012;Strasbourg;Strasbourg;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;267.0;82.0;31.0;85.0;;;92.0;57.0;96.0;1910.0;29800.0;23.0;9.3;1760.0;70.0;56.0;43.0;1430.0;2080.0
2012;Lyon 1 - Claude Bernard;Lyon;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;56.0;87.0;13.0;95.0;;;96.0;92.0;100.0;2050.0;32000.0;28.0;8.9;1780.0;86.0;32.0;8.0;1430.0;2130.0
2012;Lyon 3 - Jean Moulin;Lyon;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;44.0;71.0;6.0;77.0;;;97.0;74.0;100.0;1840.0;28800.0;25.0;8.9;1780.0;76.0;70.0;67.0;1430.0;2130.0
2012;Lyon 3 - Jean Moulin;Lyon;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;120.0;83.0;14.0;77.0;;;81.0;49.0;85.0;1600.0;25000.0;25.0;8.9;1780.0;50.0;45.0;65.0;1430.0;2130.0
2012;Le Mans;Nantes;Droit, économie et gestion;Économie;30 mois après le diplôme;;37.0;91.0;26.0;89.0;;;70.0;82.0;97.0;2070.0;32350.0;30.0;9.0;1710.0;30.0;45.0;54.0;1400.0;2010.0
2012;Savoie Mont Blanc;Grenoble;Droit, économie et gestion;Gestion;18 mois après le diplôme;;216.0;85.0;50.0;87.0;;;55.0;62.0;93.0;1750.0;27200.0;33.0;8.9;1780.0;27.0;51.0;64.0;1430.0;2130.0
2012;Savoie Mont Blanc;Grenoble;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;93.0;95.0;19.0;96.0;;;93.0;82.0;100.0;1860.0;28900.0;33.0;8.9;1780.0;67.0;32.0;25.0;1430.0;2130.0
2012;Paris 4 - Sorbonne;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;199.0;57.0;67.0;83.0;;;92.0;69.0;96.0;1960.0;30500.0;18.0;9.0;2020.0;79.0;18.0;67.0;1580.0;2530.0
2012;Paris Pierre et Marie Curie;Paris;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;;89.0;58.0;29.0;80.0;;;90.0;61.0;96.0;1900.0;29600.0;22.0;9.0;2020.0;76.0;39.0;65.0;1580.0;2530.0
2012;Rouen;Normandie;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;67.0;72.0;18.0;70.0;;;60.0;43.0;76.0;1500.0;23400.0;37.0;11.1;1800.0;34.0;37.0;80.0;1460.0;2120.0
2012;Rouen;Normandie;Sciences, technologies et santé;Informatique;18 mois après le diplôme;;30.0;69.0;8.0;90.0;;;99.0;94.0;100.0;2180.0;33900.0;37.0;11.1;1800.0;95.0;28.0;6.0;1460.0;2120.0
2012;Le Havre;Normandie;Droit, économie et gestion;Gestion;18 mois après le diplôme;;60.0;50.0;58.0;80.0;;;66.0;57.0;98.0;1730.0;27000.0;37.0;11.1;1800.0;25.0;39.0;75.0;1460.0;2120.0
2013;Aix-Marseille;Aix-Marseille;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;85.0;80.0;6.0;80.0;;;85.0;62.0;71.0;1580.0;24700.0;30.0;11.4;1840.0;73.0;34.0;87.0;1430.0;2210.0
2013;Caen Normandie;Normandie;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;134.0;76.0;24.0;91.0;;;90.0;76.0;97.0;1950.0;30400.0;36.0;10.2;1770.0;72.0;57.0;30.0;1440.0;2090.0
2013;Caen Normandie;Normandie;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;;35.0;73.0;6.0;77.0;;;92.0;58.5;96.0;1800.0;28100.0;36.0;10.2;1770.0;63.0;54.0;54.0;1440.0;2090.0
2010;Toulouse - Jean Jaures;Toulouse;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;85.0;74.0;26.0;86.0;;;97.0;51.0;52.0;1700.0;26500.0;38.0;10.4;1730.0;86.0;37.0;87.0;1460.0;2200.0
2010;Bordeaux - Montaigne;Bordeaux;Sciences humaines et sociales;Information communication;30 mois après le diplôme;;71.0;72.0;27.0;92.0;;;77.0;54.0;92.0;1760.0;27500.0;32.0;10.2;1680.0;51.0;48.0;72.0;1450.0;2210.0
2010;Montpellier 3 - Paul-Valéry;Montpellier;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;;46.0;78.0;14.0;82.0;;;66.0;47.0;79.0;1690.0;26350.0;44.0;14.3;1650.0;46.0;41.0;61.0;1460.0;2200.0
2010;Rennes 1;Rennes;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;67.0;76.0;10.0;100.0;;;100.0;94.0;100.0;2000.0;31200.0;29.0;9.0;1670.0;95.0;28.0;12.0;1450.0;2190.0
2010;Rennes 2;Rennes;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;43.0;75.0;12.0;86.0;;;70.0;65.0;95.0;2000.0;31200.0;36.0;9.0;1670.0;60.0;42.0;60.0;1470.0;2200.0
2010;Grenoble 2 - Pierre Mendès France;Grenoble;Droit, économie et gestion;Droit;30 mois après le diplôme;;70.0;79.0;12.0;83.0;;;83.0;59.0;90.0;1700.0;26500.0;28.0;9.2;1750.0;57.0;45.0;71.0;1460.0;2210.0
2010;Nantes;Nantes;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;209.0;85.0;25.0;77.0;;;78.0;50.0;84.0;1420.0;22200.0;31.0;9.0;1680.0;58.0;41.0;73.0;1460.0;2200.0
2011;Besançon - Franche-Comté;Besançon;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;80.0;81.0;14.0;84.0;;;86.0;59.0;70.0;1550.0;24200.0;33.0;9.1;1750.0;56.0;54.0;61.0;1460.0;2200.0
2011;Bordeaux - Montaigne;Bordeaux;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;85.0;69.0;33.0;86.0;;;86.0;65.0;83.0;1600.0;25000.0;32.0;9.6;1660.0;62.0;73.0;87.0;1470.0;2210.0
2011;Rennes 2;Rennes;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;85.0;85.0;16.0;94.0;;;94.0;55.0;63.0;1630.0;25400.0;49.0;8.5;1650.0;81.0;54.0;86.0;1460.0;2200.0
2011;Orléans;Orléans-Tours;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;76.0;78.0;16.0;87.0;;;98.0;73.0;100.0;1970.0;30700.0;28.0;9.2;1760.0;74.0;68.0;40.0;1460.0;2180.0
2011;Le Mans;Nantes;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;63.0;95.0;23.0;91.0;;;72.0;74.0;95.0;1750.0;27300.0;31.0;8.5;1690.0;39.0;57.0;59.0;1450.0;2180.0
2011;Le Mans;Nantes;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;40.0;96.0;14.0;78.0;;;63.0;38.0;63.0;1690.0;26400.0;31.0;8.5;1690.0;35.0;54.0;80.0;1460.0;2200.0
2011;Rouen;Normandie;Droit, économie et gestion;Gestion;30 mois après le diplôme;;81.0;78.0;16.0;93.0;;;75.0;79.0;95.0;1900.0;29600.0;29.0;10.9;1770.0;36.0;45.0;69.0;1460.0;2180.0
2018;Rouen;Normandie;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;144.0;81.0;34.0;95.0;;;89.0;71.0;99.0;2000.0;31200.0;34.0;7.7;1860.0;65.0;43.0;64.0;1480.0;2220.0
2018;Rouen;Normandie;Droit, économie et gestion;Économie;18 mois après le diplôme;;39.0;80.0;9.0;95.0;;;81.0;87.0;100.0;2090.0;32600.0;34.0;7.7;1860.0;44.0;42.0;69.0;1480.0;2220.0
2018;Rouen;Normandie;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;33.0;82.0;9.0;100.0;;;100.0;60.0;77.0;1700.0;26700.0;34.0;7.7;1860.0;100.0;31.0;85.0;1480.0;2220.0
2018;Paris Nanterre;Versailles;Droit, économie et gestion;Droit;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);34.0;43.0;11.0;86.0;;;88.0;71.0;97.0;1920.0;29900.0;28.0;7.7;2170.0;57.0;16.0;91.0;1650.0;2700.0
2019;Bordeaux - Montaigne;Bordeaux;Masters enseignement;Masters enseignement;18 mois après le diplôme;;43.0;77.0;100.0;98.0;;;100.0;98.0;100.0;1750.0;27300.0;28.0;6.6;1820.0;97.0;68.0;74.0;1380.0;2220.0
2019;Strasbourg;Strasbourg;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;;116.0;87.0;10.0;85.0;;;95.0;42.0;96.0;1930.0;30000.0;26.0;7.3;1880.0;63.0;55.0;72.0;1440.0;2280.0
2015;Besançon - Franche-Comté;Besançon;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;34.0;65.0;11.0;94.0;;;98.0;72.0;100.0;2100.0;32800.0;32.0;7.6;1780.0;83.0;63.0;20.0;1420.0;2090.0
2015;Bordeaux;Bordeaux;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;54.0;76.0;6.0;91.0;;;85.0;84.0;98.0;2220.0;34600.0;30.0;8.4;1750.0;67.0;66.0;56.0;1390.0;2060.0
2015;Grenoble Alpes;Grenoble;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;;31.0;77.0;3.0;74.0;;;94.0;57.5;67.0;1700.0;26700.0;35.0;7.6;1825.0;86.0;37.0;83.0;1460.0;2180.0
2013;Pau - Pays de l'Adour;Bordeaux;Droit, économie et gestion;Droit;30 mois après le diplôme;;44.0;88.0;15.0;86.0;;;74.0;74.0;82.0;1920.0;29900.0;33.0;9.6;1760.0;31.0;41.0;81.0;1400.0;2100.0
2013;Lyon 1 - Claude Bernard;Lyon;Masters enseignement;Masters enseignement;18 mois après le diplôme;;112.0;69.0;100.0;97.0;;;97.0;93.0;92.0;1710.0;26600.0;23.0;8.9;1830.0;91.0;36.0;73.0;1780.0;2200.0
2013;Le Mans;Nantes;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;;30.0;86.0;16.0;79.0;;;77.0;48.0;88.5;1690.0;26350.0;35.0;8.8;1760.0;46.0;41.0;70.0;1430.0;2070.0
2013;Paris 1 - Panthéon Sorbonne;Paris;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;;108.0;78.0;11.0;82.0;;;72.0;55.0;73.0;1560.0;24300.0;21.0;8.8;2070.0;34.0;28.0;85.0;1630.0;2580.0
2013;Versailles Saint-Quentin-en-Yvelines;Versailles;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;101.0;58.0;21.0;93.0;;;99.0;92.0;100.0;2350.0;36700.0;7.0;8.8;2070.0;86.0;26.0;41.0;1630.0;2580.0
2013;Toulon;Nice;Droit, économie et gestion;Droit;18 mois après le diplôme;;46.0;80.0;24.0;79.0;;;67.0;59.0;78.0;1920.0;29900.0;36.0;11.4;1840.0;30.0;33.0;80.0;1430.0;2210.0
2013;Toulon;Nice;Droit, économie et gestion;Droit;30 mois après le diplôme;;46.0;80.0;24.0;93.0;;;77.0;72.0;93.0;1540.0;24000.0;36.0;11.4;1840.0;41.0;33.0;80.0;1430.0;2210.0
2013;Limoges;Limoges;Masters enseignement;Masters enseignement;30 mois après le diplôme;;45.0;70.0;100.0;100.0;;;98.0;95.0;91.0;1700.0;26500.0;23.0;9.6;1760.0;97.0;40.0;76.0;1430.0;2010.0
2013;Paris Nanterre;Versailles;Sciences humaines et sociales;Information communication;30 mois après le diplôme;;39.0;64.0;7.0;82.0;;;69.0;72.0;97.0;1710.0;26700.0;19.0;8.8;2070.0;46.0;12.0;89.0;1630.0;2580.0
2013;Paris 8 - Vincennes Saint-Denis;Créteil;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;40.0;66.0;18.0;93.0;;;86.0;62.0;70.0;1700.0;26700.0;26.0;8.8;2070.0;75.0;38.0;92.0;1630.0;2580.0
2013;Paris-Est Créteil;Créteil;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;101.0;65.0;16.0;66.0;;;84.0;53.0;84.0;1690.0;26400.0;24.0;8.8;2070.0;58.0;28.0;54.0;1630.0;2580.0
2014;Aix-Marseille;Aix-Marseille;Masters enseignement;Masters enseignement;30 mois après le diplôme;;130.0;67.0;100.0;99.0;;;96.0;90.0;94.0;1760.0;27500.0;37.0;11.0;1830.0;85.0;18.0;80.0;1420.0;2210.0
2014;Brest - Bretagne occidentale;Rennes;Sciences, technologies et santé;Informatique;18 mois après le diplôme;;33.0;76.0;7.0;90.0;;;99.0;94.0;100.0;2180.0;33900.0;38.0;8.1;1750.0;95.0;34.0;6.0;1420.0;2080.0
2014;Rennes 2;Rennes;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;;29.0;83.0;7.0;70.0;;;77.0;48.0;88.5;1690.0;26350.0;54.0;8.1;1750.0;46.0;41.0;61.0;1420.0;2080.0
2014;Rennes 2;Rennes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;30.0;88.0;7.0;71.0;;;94.0;76.0;97.0;2000.0;31200.0;54.0;8.1;1750.0;72.0;73.0;43.0;1420.0;2080.0
2014;Tours;Orléans-Tours;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;31.0;79.0;8.0;74.0;;;88.0;66.0;97.0;2000.0;31200.0;31.0;9.0;1830.0;60.0;42.0;74.0;1490.0;2180.0
2014;Tours;Orléans-Tours;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;;45.0;74.0;11.0;83.0;;;84.0;27.0;94.0;1600.0;25000.0;31.0;9.0;1830.0;43.0;58.0;60.0;1490.0;2180.0
2016;Paris Nanterre;Versailles;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;144.0;62.0;28.0;81.0;;;37.0;55.0;80.0;1700.0;26500.0;26.0;7.6;1980.0;32.0;19.0;81.0;1550.0;2420.0
2016;Paris-Est Créteil;Créteil;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;41.0;73.0;6.0;93.0;;;76.0;55.0;95.0;1800.0;28100.0;29.0;7.6;1980.0;34.0;16.0;70.0;1550.0;2420.0
2016;Paris-Est Créteil;Créteil;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;85.0;73.0;12.0;93.0;;;89.0;91.0;96.0;2170.0;33800.0;29.0;7.6;1980.0;73.0;16.0;39.0;1550.0;2420.0
